title,address,business_model,description,email,foundation_year,founders_number,growth_stage,is_active,last_updated,link,staff_size,tags,telephone,total_team_size,website
deepc,"Rosenheimerstraße 145, 81671 München",," deepc ist ein Health AI Startup aus München, das Software mit Deep Learning Technologien entwickelt um Ärzte in ihrem Arbeitsalltag zu unterstützen und medizinische Diagnosefehler zu verhindern.",contact@deepc.ai,,,,True,10.05.2021,https://www.munich-startup.de/startups/deepc/,,"Artificial Intelligence,Health,IT/Technologie,Life Science",,,http://www.deepc.ai/
Defensito GmbH,"Nordendstr. 5, 80799 München",," ’s Vogelabwehr- & Drohnenabwehrlösung hilft Ihnen: ✓ Effektiv ✓ tierschutzgerecht ✓ brandschutzgerecht ✓ kaum sichtbar ✓ Denkmalschutz geeignet ✓ für große Flächen geeignet ✓ auch an schwer zugänglichen Orten montierbar ✓ kostengünstig ✓ langlebig ✓ gut zu warten ✓ modular ausrollbar ✓ genehmigungsfrei ✓ vielfältige Einsatzmöglichkeiten ✓30 Jahre Erfahrung in der Vogelabwehr ✓ alles aus einer Hand ✓ auch für die Drohnenabwehr geeignet. Anwendungsfälle: Flachdächer, Parkplatzdächer, Brücken und Staudämme, Bahnhöfe und große Hallen, Denkmalgeschützte Gebäude und Kirchen, Fassaden, Fischzucht, Landwirtschaft, Weinanbau, Koi-Züchter, Regierungs- und andere große Gebäude, Industrieanlagen, Raffinerien, Flughäfen, Stadien und Großveranstaltungen, Gefängnisse, militärische Sperrgebiete. Defensito hat das erste und einzige System weltweit entwickelt, welches zuverlässig und nachhaltig Vögel, Drohnen und andere Fluggeräte von Objekten und Freiflächen abhält.",info@defensito.com,,,,True,20.08.2018,https://www.munich-startup.de/startups/defensito-gmbh/,,PropTech / Real Estate,,,http://www.defensito.com
deep·one,"Leopoldstraße 32, 80802 München",B2B," deep·one – simply be closer Ein tragbarer lautloser Körperschall-Subwoofer, der die Bässe im Oberkörper spüren lässt. Ähnlich dem Effekt, den man vom Club oder einem Konzert in der nähe großer Lautsprecher kennt. Dieses zusätzliche Spüren des Tieftons macht den Eindruck des jeweiligen Entertainments erstaunlich realistisch. Gaming, Movie, VR oder einfach nur die House-Track werden zum ganz neuen Erlebnis. Tiefton-Elemente aus Musik oder sonst nicht hörbare Sound-Effekte aus Filmen werden plötzlich erlebbar. Und beim Gaming? Das Spiel gewinnt an realistischer Tiefe und die Richtungserkennung der Spiele-Action wird deutlich verbessert, weil dem Gehör etwas gegeben wird, dass es aus der Realität kennt: Körperschall. Das gilt nicht nur für normal hörende Menschen, sondern auch für gehörlose Menschen. Filme und Video-Games bekommen spürbares Feedback und sie bekommen wieder einen Zugang zu Musik. Für sie ist es ein starker Social Impact. Für alle gilt, dass in den engen Wohnverhältnissen der Ballungsgebiete laute Subwoofer nichts für gute Nachbarschaftsverhältnisse sind. Auch dafür ist es eine Lösung. Music · Gaming · Movie",welcome@deep.one,2018,3,Startup-Stage,True,16.09.2021,https://www.munich-startup.de/startups/deep-one/,5,Lifestyle,,8,https://www.deep.one
DeepDrive GmbH,"Pasteurstr 23, 80999 München",B2B," DeepDrive ist ein Münchener Hightech-Unternehmen, das revolutionäre Antriebsstränge für Elektrofahrzeuge anbietet. Die patentierte Doppelrotor Technologie von DeepDrive erhöht die Reichweite von Fahrzeugen um bis zu 20% und senkt deren Kosten erheblich, was die nächste Generation kostengünstiger und nachhaltiger Elektrofahrzeuge ermöglicht. Die Antriebseinheiten sind äußerst kompakt und drehmomentstark und können in die Räder oder als herkömmlicher Zentralantrieb integriert werden. Sie sind für eine kostengünstige Großserienproduktion optimiert und bieten maximale Leistung und Effizienz. DeepDrive arbeitet derzeit mit acht der zehn größten Automobilhersteller an verschiedenen Entwicklungsprojekten und plant, den Doppelrotor bis 2026 in Großserie auf den Markt zu bringen. DeepDrive besteht aus über 30 Experten aus führenden Unternehmen der Automobilindustrie und wird von namhaften Investoren unterstützt, darunter BMW i Ventures, Continental‘s Corporate Venture Capital Unit, UVC Partners und Bayern Kapital mit dem Wachstumsfonds Bayern. Zu den weiteren Investoren gehören Branchenveteran Dr. Peter Mertens (ehemaliges Vorstandsmitglied und CTO von Audi und Volvo), sowie Jonas Rieke (COO von Personio).",weare@deepdrive.tech,2021,7,Growth-Stage,True,24.03.2023,https://www.munich-startup.de/startups/deepdrive-gmbh/,40,"Automotive,eMobility,Mobility",,47,http://www.deepdrive.tech
Deep Data Analytics UG (haftungsbeschränkt),"Tutzinger-Hof-Platz 6, 82319 Starnberg",, Der Datenbestand der Welt wird bis 2025 auf 180 Zettabytes anwachsen. 80% der Daten sind unstrukturiert. Unternehmen bauen auf vordefinierte Daten und können Informationen aus unstrukturierten Daten nicht extrahieren.  schließt diese Lücke mit künstlicher Intelligenz.,hallo@deep-data-analytics.com,,,,True,20.08.2018,https://www.munich-startup.de/startups/deep-data-analytics-ug-haftungsbeschraenkt/,,"Artificial Intelligence,IT/Technologie",,,https://deep-data-analytics.com
devicebase GmbH,"Heßstraße 41, 80798 München",B2B," devicebase.net ist die entspannte Art, kompatible Produkte zu finden und den Überblick über vernetzte Geräte zu behalten. Egal ob Du ein Smart Home planst, mit dem Internet der Dinge (IoT) experimentierst oder das Thema Industrie 4.0 für Dich entdeckt hast: Bei der Vielzahl an Produkten ist es schwer das richtige Produkt auszuwählen und den Überblick über Updates und Kompatibilitäten zu behalten. Zusammen mit Herstellern und Nutzern lösen wir dieses Problem und schaffen Durchblick! -> visit: https://devicebase.net/de",info@devicebase.net,,2,Growth-Stage,True,16.09.2019,https://www.munich-startup.de/startups/devicebase-gmbh/,6,"IoT,IT/Technologie",,8,https://devicebase.net
DeepImmo,"Theresienstraße 83, 80333 München",Sonstiges," Über intelligente Datenanalysen für Immobilienstandorte revolutioniert DeepImmo die Art und Weise wie Immobilien gekauft und analysiert werden. “Lage, Lage, Lage” – der bekannteste Spruch der Immobilienbranche ist weniger Schnack als man denkt. Lage ist der große Werttreiber der Immobilie und dennoch eine oft emotionale, komplexe und hoch individuelle Fragestellung. Hier schafft DeepImmo mit Millionen Datenpunkten und deren Analyse für Privatpersonen, Investoren und Immobilienunternehmen eine transparente und neutrale Analysemöglichkeit für Immobilienstandorte. Transparent. Schnell. Vollständig. Wir haben alle relevanten Lagedaten zu jedem Deutschen Immobilienstandort – auf Knopfdruck!",mail@deepimmo.com,2020,2,Seed-Stage,True,28.10.2021,https://www.munich-startup.de/startups/deepimmo/,1,PropTech / Real Estate,,3,https://deepimmo.com
Deepli GmbH,"Feringastr 6, 85774 Unterföhring",B2B," Deepli offers business development software for life science companies. We have 100K+ academic life science labs from Europe and North America. 100K+ websites of universities and research institutes are monitored in the cloud for context changes, 30M+ publications/clinical trials/grants are connected, insights from data are processed with NLP and AI, data presented with charts. Find a collaborator, next customer or licensee. We also have bio-related companies, 250K companies globally, downloaded websites, full text search through them, translated pages, contacts to employees, custom summary of business of each company. The product is transformed into a network with active accounts. For an accelerated business development in biotech.",hello@a-labinsider.com,2021,1,Seed-Stage,True,11.10.2021,https://www.munich-startup.de/startups/deepli-gmbh/,20,Life Science,,21,https://a-labinsider.com/
Detailify GmbH,"Elisabethstr. 44, 80796 München",B2C," Wir sind das Startup Detailify und stellen nachhaltige Fahrzeugpflegeprodukte her. Inspiriert wurden wir durch den Haushalt, wo es inzwischen schon viele umweltschonende Reiniger gibt, die genauso wirken wie ihre chemischen Pendants. Daher haben wir die Hauptzahl unserer Produkte für die Fahrzeugpflege so entwickelt, dass unsere Mittel in spätestens 28 Tagen biologisch abbaubar sind. Damit haben wir uns die altbackene Branche der Fahrzeugpflegemittel vorgeknöpft. Im Kern sind das Autopflege-, Motorrad- und auch – neuerdings hoch im Trend – Fahrradpflegeprodukte. Uns sind die alt eingesessenen Marken wie Sonax und Co., einfach zu wenig up-to-date. Das fängt schon designtechnisch an und spiegelt sich auch im bewussten Einsatz von Chemie negativ wider. Deshalb sei gut zur Umwelt und werde jetzt Teil des Teams Detailify.",info@detailify.de,2019,3,Growth-Stage,True,21.09.2021,https://www.munich-startup.de/startups/detailify-gmbh/,1,"(e)Commerce,Online Shopping",+49 89 954573640,4,https://www.detailify.de/
Design Offices München Nove,"Luise-Ullrich-Straße 14, 80636 München",," Unser dritter Standort am Arnulfpark – – ist Teil des faszinierenden neuen Bürokomplexes an der Luise-Ullrich-Straße, entworfen von Stararchitekt Antonio Citterio. Mit seinem Entwurf hat der Italiener ein modernes Gebäude geschaffen, das die Erschließung des ehemaligen Güterbahnhofes als Gewerbe- und Wohnlandschaft komplettiert und ein wahres Architekturhighlight darstellt. Hier erlebt man unsere Arbeitswelten von morgen in einem 5 Sterne Premium Ambiente, das in München seinesgleichen sucht. Auf insgesamt 3000 m² bieten wir 127 Workstations und eine großzügige Tagungswelt mit mehr als 1100 m². Der perfekte Platz zum modernen Arbeiten mit allem, was dazu gehört. Wer sich gerne mit anderen austauschen möchte, ist in unserem neuen Coworking Café richtig und den perfekten Ort für den Abschluss eines erfolgreichen Tages findet man in der Rooftop Lounge mit angrenzender Dachterrasse, wo sich natürlich auch atemberaubende Events realisieren lassen, die bei Ihren Gästen bleibenden Eindruck hinterlassen werden. Profitieren Sie neben der exquisiten Innengestaltung des Hauses und unseren hochwertig ausgestatteten Räumen und Arbeitsplätzen von einer hervorragenden Infrastruktur und einem hochkarätigen Umfeld mit namhaften Corporates wie Google, Salesforce, PwC und Citrix.",muenchen.nove@designoffices.de,,,,True,04.12.2017,https://www.munich-startup.de/startups/design-offices-muenchen-nove/,,Services,+49 (0)89 5506280,,https://www.designoffices.de/standorte/muenchen-nove/
Digisale,"Everbuschstr. 141b, 80999 München",B2B," DIGISALE ist eine Easy-to-use, All-in-One SaaS-Lösung. Viele Unternehmen wollen sich digitalisieren, aber oft fehlt es an Zeit, Budget, Manpower und Knowhow. Es werden oft zig unterschiedliche Tools/Softwarelösungen benötigt. Hier schafft DIGISALE eine Lösung. Über eine intuitive Oberfläche werden alle Tools angeboten, die es benötigt, um online neue Kunden zu gewinnen: • Online-Shop inkl. Mitgliederbereich • Newsletter-Tool • Social-Post Planer • Werbeanzeigen-Manger • Popup Creator • Landing Page Builder • Workflows DIGISALE Für ALLE. EINFACH. Skalierbar",marcus@digisale.org,2020,2,Seed-Stage,True,16.08.2023,https://www.munich-startup.de/startups/digisale/,1,"IT/Technologie,SaaS",+49 (0)151 56 57 9334,3,https://digisale.org/
DIE FRISCHEMANUFAKTUR,DIE FRISCHEMANUFAKTUR,," DIE FRISCHEMANUFAKTUR liefert frische, gesunde Obstsnacks für unterwegs. Unsere Obstsalate werden unter höchsten Hygienestandards hergestellt und dank technologisch verfeinerter Schutzatmosphäre und Vitamin-C Coating bleiben sie lange frisch, knackig und vorallem lecker. Die verschiedenen Sorten können je nach Lust und Laune mit Nüssen, Müsli, Honig, Kokos- oder Bananenchips im Glas gemischt werden und bieten so eine bunte, gesunde Abwechslung, die schmeckt.",kontakt@diefrischemanufaktur.de,,,,False,05.09.2023,https://www.munich-startup.de/startups/die-frischemanufaktur/,,"Ernährung,Food,FoodTech,Lifestyle",,,http://www.diefrischemanufaktur.de
Design Offices München Highlight Towers,"Mies-van-der-Rohe-Str.8, 80807 München",," präsentiert Münchens höchste buchbare Tagungs- und Eventlocation in der 31. und 32. Etage mit inspirierenden Räumen für unvergessliche Veranstaltungen und einem gigantischen 360° Panorama. Zudem gibt es mit der DO Eatery in der 19. Etage eine coole Eventfläche im New York Penthouse Style die keine Wünsche offenlässt. Unsere Coworking-Bereiche sind mehr als nur temporäre Arbeitsplätze. Es ist die Möglichkeit, maximal flexibel zu arbeiten und trotzdem alle Vorteile einer modernen und professionellen Business-Umgebung zu genießen. Durch die erstklassige Lage direkt zwischen Mittlerem Ring und der Parkstadt Schwabing finden Sie hier einen Arbeitsplatz direkt am neuen Hotspot für Technologie und Digitalisierung. In direkter Nachbarschaft sitzen namhafte Unternehmen, wie Microsoft, IBM, Amazon und Osram aber auch die Commerzbank und Accenture, die das Potenzial des Areals ebenfalls erkannt haben.",muenchen.highlighttowers@designoffices.de,,,,True,27.09.2019,https://www.munich-startup.de/startups/design-offices-muenchen-highlight-towers/,,Services,+49 (0)89 1891740,,https://www.designoffices.de/standorte/muenchen-highlight-towers/
DEXPERIO GmbH,"Fürstenrieder Str. 201, 81377 München",B2B," Wir rüsten Ihr Geschäft für das Metaverse auf. Immersive Lösungen basierend auf 360 Media, 3D-Daten, Augmented-/Mixed-/Virtual Reality (XR) und künstlicher Intelligenz. ÜBER DEXPERIO DEXPERIO ist Beratungsunternehmen, technische Agentur und Systemhaus in einem. Wir konzipieren, implementieren und betreiben Lösungen für Unternehmen, die neue Wege bieten, um Ihre Kunden zu binden, Ihre Produkte zu verbessern und die Produktivität Ihres Unternehmens zu steigern. Wir sind ein internationales Team erfahrener Experten im Bereich Immersive Computing. Wir sind seit mehr als 8 Jahren Pionier auf diesem Gebiet und haben unsere Startups mit Sitz in München und San Francisco zu einer virtuellen Organisation weiterentwickelt, die heute vollständig im Metaverse operiert. Wir haben mehr als 70 Projekte in unterschiedlichen Branchen für Unternehmen – vom Mittelstand bis zum internationalen Großkonzern – erfolgreich umgesetzt und sind mit nationalen und internationalen Preisen ausgezeichnet worden. Unsere Lösungen können bestehende digitale Erlebnisse im Web und auf mobilen Geräten mit immersiven Medien verbessern. Sie können die Realität durch den Einsatz immersiver Technologien wie AR/MR/VR erweitern und Unternehmen auf das kommende Metaverse vorbereiten, in dem es möglich ist, Menschen, Dinge und Orte mit digitalen Cross-Reality-Erlebnissen der nächsten Generation zu verbinden. Wir bieten einsatzfertige Lösungskonzepte für die verschiedenen immersiven Medien- und Technologieerlebnisse sowie branchenspezifische Angebote für Marketing, Events, Shopping, Tourismus, Kultur, Medien, Architektur, Produktivität und Lernen. DEXPERIO PORTFOLIO Wir bieten ein ganzheitliches Portfolio aus den Bereichen Innovation, Know-how, Services, Lösungen, Hardware und Software. CONSULTING – Innovation & Know-how DEXPERIO NEXT – Digital. Reality. Innovation. DEXPERIO ist auf Innovationen rund um immersive Technologien spezialisiert. Wir sind im Trendscouting und in der Forschung aktiv, bieten Hard- und Software-Labs, entwickeln regelmäßig Innovations-Prototypen und nehmen an Hackathons teil. Auch im Bereich entsprechender Technologie- und Innovationsökosysteme sind wir in einschlägigen Netzwerken umfassend vernetzt. DEXPERIO ACADEMY – Digital. Reality. Know-how. Die DEXPERIO Academy bietet Wissen über immersive Technologien und Spatial Computing in verschiedenen Formaten. Von Publikationen über individuelle Inhouse-Workshops/Seminare und die Teilnahme oder Organisation von Veranstaltungen bis hin zu Kooperationen mit Hochschulen und Forschungseinrichtungen. AGENTUR – Services & Lösungen DEXPERIO FACTORY – Digital. Reality. Services. DEXPERIO bietet alle relevanten Dienstleistungen für Konzeption, Entwicklung und Betrieb immersiver Lösungen aus einer Hand: Consulting, Creative, Engineering und Operations. Über unser Partnernetzwerk können auch Sonderleistungen wie High-End-Avatarproduktion oder 360°-Drohnen-Luftbildaufnahmen – um nur einige zu nennen – angeboten werden. DEXPERIO IMMERSIFY – Digital. Reality. Lösungen. Immersive Technologien und Medienformate wie 3D / 360, XR (AR / MR / VR) und KI. Darüber hinaus hat DEXPERIO Blaupausen und Lösungen für verschiedene Anwendungsfälle in den Bereichen Business/Collaboration, Lernen, Architektur, Marketing, Events, Einkaufstourismus, Kunst und Kultur und anderen Branchen entwickelt. SYSTEMHAUS – Hardware & Software DEXPERIO HOLO – Digital. Reality. Hardware. DEXPERIO bietet seinen Kunden den Verkauf oder die Vermietung von spezifischer Hardware, die für immersive Lösungen erforderlich ist. Das Angebot reicht von Augmented- oder Mixed-Reality-Brillen über Virtuality-Headsets und den dazugehörigen Computersystemen bis hin zu Sonderausstattungen und Zubehör. Zu den Leistungen gehört auch die Konzeption oder Umsetzung von temporären oder stationären XR-Installationen. DEXPERIO POINTAR – Digital. Reality. Software. DEXPERIO entwickelt mit POINTAR eine Experience-Management-Plattform, die das Design, die Implementierung und den Betrieb immersiver Lösungen als XRaaS (XR-as-a-Service) unterstützt. Die Plattform besteht aus einer cloudbasierten Management-Anwendung, Runtime-Apps für verschiedene Endgeräte, Lösungsvorlagen für verschiedene XR-Formate und Anwendungsbereiche sowie den dazugehörigen Cloud-Engines und Tools, mit denen die Lösungen implementiert und betrieben werden.",contact@dexperio.digital,2013,3,Growth-Stage,True,07.12.2021,https://www.munich-startup.de/startups/dexperio-gmbh/,15,"3D-Technology,Artificial Intelligence,Augmented Reality,IT/Technologie,Virtual Reality",+49 (89) 2155 6796-0,18,https://dexperio.digital
Design Offices München Arnulfpark,"Luise-Ullrich-Straße 20, 80636 München",," Der Arnulfpark ist die urbane Top-Location mit individuellem Flair im Herzen von München. Flexible Büro- und Coworking Flächen bieten Raum für modernes Arbeiten und kreativen Austausch. Zudem gibt es in der inspirierenden Tagungswelt im Erdgeschoss für jeden Bedarf den passenden Raum, egal ob Tagung, Schulung oder Kreativ-Workshop. Und auch als Event-Location überzeugt der Standort mit einer stylishen DO Eatery und tollen Outdoor-Flächen. Mit seiner Lage zwischen dem ZOB an der Hackerbrücke und der Donnersberger Brücke hat sich das Areal innerhalb kurzer Zeit als hochwertiger Büro-Standort etabliert. In direkter Nachbarschaft finden sich heute Big Player wie Google, Cancom und Check24 ebenso wie interessante Startups aus dem Agentur- und Medienumfeld, aber auch zahlreiche Hotels sowie das Freiheiz mit seinem umfangreichen Kulturangebot.",muenchen.arnulfpark@designoffices.de,,,,True,20.09.2018,https://www.munich-startup.de/startups/design-offices-muenchen-arnulfpark/,,Services,49 (0)89 5506280,,https://www.designoffices.de/standorte/muenchen-arnulfpark/
Design AI GmbH,"Lichtenbergstraße 8, 85748 Garching bei München",B2B," Design AI GmbH ist ein Deep Tech Startup spezialisiert auf Artificial Intelligence, insbesondere in den Bereichen Computer Vision, Natural Language Processing, Business Intelligence und Predictive Analytics. Als junges Startup mit über 20 bestens ausgebildeten Data Scientists und AI Engineers der TU München bringen wir state-of-the-art Innovationen aus der AI-Forschung in die Industrie. Vor allem durch die Kombination aus Design Thinking und Artificial Intelligence schaffen wir es, eine Brücke zwischen nutzerzentrierter Konzeptentwicklung und agiler Umsetzung von Proof-of-Concepts zu schlagen. Unsere Strategie – in 3 Schritten zum produktiven AI Einsatz Schritt 1: Demystifying AI: Potenzial verstehen Über unsere Schulung entmystifizieren wir das Buzzword AI, erklären verständlich die dahinterliegenden Prinzipien und zeigen die Potenziale dieser Technologie für die Praxis auf. Schritt 2: AI-Positionierung: Strategie erarbeiten Über unseren Workshop entwickeln wir innovative Konzepte für AI-basierte Produkte, Services oder Geschäftsmodelle und helfen eine strategische Positionierung zu AI zu finden. Schritt 3: AI-Entwicklung: Mehrwert realisieren Die vielversprechendsten Konzepte setzen wir über agile Softwareentwicklung zuverlässig und in enger Abstimmung mit dem Kunden um – als wegweisendes Leuchtturmprojekt.",kontakt@design-ai.de,,,,True,05.05.2021,https://www.munich-startup.de/startups/design-ai/,,"Artificial Intelligence,IT/Technologie",,,https://www.design-ai.de/
Design Offices München 88 North,"Riesstraße 16, 80992 München",," Im bereits sechsten Münchner Standort von Design Offices kommen die Vertreter der New Work schneller, schöner, weiter. Schließlich liegt nur einen Steinwurf vom berühmten Olympia Park entfernt. Im dritten Stock des modernen Bürokomplexes eröffnen sich ganz neue Jobperspektiven. Es stehen hochflexible Office-Lösungen und Meeting-Räume für die unterschiedlichsten Aufgabenstellungen bereit. Außerdem gibt es vier mit State-of-the-Art-Equipment ausgestattete Tagungsräume, die alle über einen direkten Zugang zur Dachterrasse verfügen. Und von der genießt man eine ganz atemberaubende Aussicht. Als Treffpunkt zum Entspannen und Vernetzen wartet ein einladendes Coworking Café mit einer stylishen Lounge. 88 North liegt an einem der Hotspots der neuen Arbeitswelt. Hier, im boomenden Münchner Norden, haben sich Unternehmen wie Telefónica, Adobe und Mydays angesiedelt. Ein Grund für die besondere Anziehungskraft der Gegend ist die perfekte Infrastruktur. Soviel ist sicher, die richtungsweisenden Arbeitslandschaften von 88 North werden begehrt sein. Wenn Sie für sich und Ihre Mitarbeiter Plätze sichern möchten, freuen wir uns auf Ihre Anfrage oder Anruf. Im benachbarten Olympia Einkaufszentrum findet man alle Shoppingmöglichkeiten. Außerdem gibt es in nächster Nähe zahlreiche erstklassige Restaurants. Wer zusätzliche Inspiration sucht oder einfach nur mal ausspannen möchte, dem steht das legendäre Olympiagelände offen. Selbstverständlich gibt es auch eine exzellente Verkehrsanbindung. Mit der U-Bahn erreicht man den Hauptbahnhof in nicht einmal zehn Minuten. Zum Flughafen braucht man mit dem Auto eine halbe Stunde. Und um Parkplätze muss man sich auch keine Sorgen machen, in der Tiefgarage stehen ausreichend Stellplätze bereit.",muenchen.88north@designoffices.de,,,,True,20.09.2018,https://www.munich-startup.de/startups/design-offices-muenchen-88-north/,,Services,089-2620475,,https://www.designoffices.de/standorte/muenchen-88-north/
Digitales Erbe Fimberger,"Kathreinweg 33, 81827 München",," kümmern uns um den digitalen Nachlass und um die digitale Vorsorge. Ein Thema, das in den nächsten Jahren zunehmend wichtiger werden wird. Wir regeln den digitalen Nachlass von Verstorbenen für die Erben und Beraten bei der digitalen Vorsorge. Weiterhin haben wir Apps erstellt, die eine sehr gute Orientierung geben, um sein digitales Testament oder seine digitale Vorsorgevollmacht rechtssicher zu erstellen. Um all dies zu ermöglichen, haben wir für die notwendige Computer-Forensik und Internetrecherche geeignete Prozessabläufe entwickelt. Ferner halten wir Vorträge, Seminare und Workshops, um die Kunden und Partner aufzuklären, denn das Thema ist bei vielen noch nicht bekannt.",info@digitaleserbe.net,,,,True,04.09.2017,https://www.munich-startup.de/startups/digitales-erbe-fimberger/,,"App,IT Security,IT/Technologie",,,https://digitaleserbe.net
Divizend GmbH,"Nymphenburger Str. 10, 80335 München",Sonstiges," Divizend ist die führende internationale Wealth Tax FinTech-Plattform mit dem schnellsten Weg zur Rückforderung ausländischer Quellensteuern auf Dividenden. Unsere B2C-Software hilft Privatanlegern, ihre Steuern zurückzufordern, indem sie den Prozess der Quellensteuerrückerstattung automatisiert. Divizend ist das erste FinTech weltweit, das daran arbeitet, einen solchen neuartigen Dienst auf eine besonders benutzerfreundliche und preisgünstige Weise zu digitalisieren. Mit unserem ganzheitlichen Ansatz, verbalisiert durch unseren Claim „Finden, Handeln, Maximieren“, wird Divizends Plattform in Zukunft der zentrale Ort für Anleger sein, die nach hohen Dividendenerträgen streben, da sie dort stets die relevantesten Forschungsergebnisse, Analysen und Steuerdienstleistungen finden werden. Die wichtigsten Komponenten, die wir zur Sicherstellung höchster Qualitätsanforderungen ausschließlich intern bauen, sind die B2C-Plattform zur Quellensteuerrückerstattung, die auf einen 90-Milliarden-Dollar-Markt abzielt, die erste internationale API für Wertpapieraggregation, eine Wertpapierdatenbank und ein Dividendenscreener.",info@divizend.com,2020,2,Startup-Stage,True,23.04.2021,https://www.munich-startup.de/startups/divizend-gmbh/,15,"FinTech,FinTech | InsurTech | LegalTech | RegTech",+49 1723211245,17,https://divizend.com
Demoskopia UG (haftungsbeschränkt),"Gaisbergstraße 3, 81675 München",," bietet Ärzten, Gemeinschaftspraxen und Krankenhäuser tabletbasierte Fragebögen- und Umfragekomplettlösungen an. Unsere Fragebögen enthalten standardisierte Fragen zur Patientenzufriedenheit oder können nach individuellem Wunsch speziell auf Kundenbedürfnisse angepasst werden. Mit unseren tabletbasierten Patientenbefragungen können Ärzte ehrliches Feedback Ihrer Patienten erhalten und somit auf die Verbesserungsvorschläge Ihrer Patienten eingehen. Unsere Mission ist es den Arztbesuch für Patienten und Ärzte zu bereichern und die Patientenzufriedenheit mit unseren Produkten nachhaltig zu steigern.",info@demoskopia.de,,,,True,04.09.2017,https://www.munich-startup.de/startups/demoskopia-ug-haftungsbeschraenkt/,,"eHealth,Health,Life Science,Pharma",089 / 215 526 99 0,,http://www.demoskopia.de/
Dirndltopia,"Gustav-Heinemann-Ring 133, 81739 München",," ist Dein Online-Shop für exklusive Dirndl und Trachtenmode. Das in München beheimatete junge Unternehmen ist spezialisiert auf Hochzeitsdirndl, Designer und Couture Dirndl und festliche Trachtenmode. Unsere umfangreiche Auswahl von über 350 Dirndl-Modellen und Trachten-Fashion von mehr als 25 renommierten Designern lässt das Herz jeder Dirndl-Queen und jedes Trachtenfans höher schlagen. Der Kauf auf Rechnung, kostenlose Versand in Deutschland und der Schneidereigutschein zu jedem Dirndl ab 249,00 EUR versüsst zusätzlich das Shopping-Erlebnis in Dirndltopia.",info@dirndltopia.de,,,,False,01.12.2021,https://www.munich-startup.de/startups/dirndltopia/,,"(e)Commerce,Accessoires,Fashion,Online Shopping",+49 89 215512955,,http://www.dirndltopia.de
Demodesk GmbH,"Fastlingerring 23, 85716 Unterschleißheim",," ist eine moderne Plattform für virtuelle Kundeninteraktion. Die Basis ist eine eigens entwickelte, rein web-basierte Screen Sharing Technologie, die installationsfrei auf jedem Endgerät funktioniert. In Kombination mit einem KI-basierten Gesprächsassistenten, der das Gesagte und Gezeigte in Echtzeit analysiert, hebt Demodesk Effizienzen für Mitarbeiter im Vertrieb, in der Weiterbildung oder im Kundendienst.",veronika@demodesk.com,,,,True,02.05.2018,https://www.munich-startup.de/startups/demodesk-gmbh/,,"Artificial Intelligence,Cloud,IT/Technologie,SaaS",+4917622328965,,https://www.demodesk.com/
Digital2School,"Rennbahnstraße 63, 81929 München",," Digital2School ist eine digitalisierungspädagogische EdTech-Initiative, die Schulen beim digitalen Lehren und Lernen nachhaltig mittels Fortbildungen, Begleitung im Unterricht (Didaktik/Methodik) und in der Vernetzung nach innen und außen unterstützt. Suchen Sie nach einer Möglichkeit, Ihren Schülern:innen zu helfen, im digitalen Zeitalter zu lernen und erfolgreich zu sein? Digital2School bietet Ihnen die Anleitung und Beratung, die Sie benötigen, um ansprechende und wirkungsvolle digitale Projekte im Unterricht und außerschulischen Programmen zu erstellen. Mit unserem Fachwissen in den Bereichen Medienkonzeption und Unterrichtsunterstützung können wir dazu beitragen, dass Ihre Schüler:innen Zugang zu relevanten Ressourcen für ihre Lernreise haben. Unsere Kund:innen haben große Erfolge mit unseren Medienberatungsdiensten erzielt. Nehmen Sie mit uns Kontakt auf und wir sehen, wie wir gemeinsam Ihr Klassenzimmer auf den Weg bringen können. Leistungen: Lerncoaching Medienberatung Medienführerschein Digitale Projekte im Unterricht und im Nachmittag (OGTS) Medienkonzeption alle Schulformen Digitale Sprechstunde",info@digital-to-school.com,2017,1,Seed-Stage,True,18.04.2023,https://www.munich-startup.de/startups/digitalschool/,1,"Coaching,Education,IT/Technologie",+49 1796606005,2,https://www.digital-to-school.org/
DigitalCheckIn,"Parkring 29, 85748 Garching bei München",B2B," DigitalCheckIn ist eine Software zur Anwesenheitserfassung von Personen. Personen können ihre Anwesenheit bequem per QR-Code- oder NFC-Scan nachweisen. Veranstalter von Kursen, Events, etc. können die Anwesenheiten von Teilnehmenden in Echtzeit in der Anwendung von DigitalCheckIn einsehen. Anwesenheitslisten aus Papier werden dadurch eliminiert. Die Vorteile unserer Software sind vielfältig: Sie sparen Zeit und Ressourcen, reduzieren Fehler und steigern die Sicherheit. Sie können Anwesenheiten problemlos erfassen und sogar automatisch Berichte generieren. Unsere Lösung ist vielseitig und anpassbar, so dass sie für Unternehmen jeder Größe und Branche geeignet ist.",info@digitalcheckin.de,,2,Growth-Stage,True,19.10.2023,https://www.munich-startup.de/startups/digitalcheckin/,0,"App,IT/Technologie,SaaS",,2,https://digitalcheckin.de/
